epoch,gen_loss,disc_loss
epoch,gen_loss,disc_loss
200,1.3127058744430542,1.1028814315795898
210,1.5409083366394043,1.3535829782485962
220,1.7345738410949707,1.0976483821868896
230,1.04628324508667,1.1556060314178467
240,0.7750899195671082,1.1930421590805054
249,1.0838600397109985,1.1184251308441162
epoch,gen_loss,disc_loss
250,1.944886565208435,1.1986615657806396
260,1.718576431274414,1.1768711805343628
270,1.7246533632278442,1.1096453666687012
280,1.7383767366409302,1.0579434633255005
290,1.035444974899292,1.0888618230819702
299,1.1380138397216797,1.1571789979934692
